CountyFIPS,Length,CountyFIPS_Final,% below 18 years of age raw value,State FIPS Code,Diabetes prevalence raw value,Unemployment raw value,% rural raw value,Adult obesity raw value,Adult smoking raw value,Frequent mental distress raw value,High school completion raw value,Life_Expectancy_3Cat,Life_Expectancy_2Cat,Median household income raw value,Physical inactivity raw value,Population raw value,Uninsured raw value,Cat_Unemploy,Cat_pop,Cat_Income,Life expectancy raw value
29041,5,29041,0.2264945652,29,0.095,0.0404654853,1,0.366,0.231,0.17,0.9074144487,High,High,60521,0.343,7360,0.1353165246,Low Unemployment,Small-Medium,>60k,78.003934241
29043,5,29043,0.2508190392,29,0.087,0.0493578833,0.447960528,0.354,0.2,0.155,0.9238373476,High,High,67585,0.299,90655,0.1199053734,Low Unemployment,Large,>60k,78.67330059
29045,5,29045,0.2256222548,29,0.1,0.059955822,1,0.381,0.256,0.179,0.865,High,High,47750,0.352,6830,0.1519848771,Low Unemployment,Small-Medium,<50k,78.50138179
29047,5,29047,0.2375652462,29,0.086,0.0613174389,0.0981576019,0.336,0.184,0.143,0.9335081229,High,High,74950,0.291,253463,0.092519861,High Unemployment,V Large,>60k,79.110948785
29053,5,29053,0.2206174716,29,0.093,0.0555478598,0.5320152264,0.371,0.221,0.16,0.8872875708,High,High,51221,0.326,17102,0.1209912536,Low Unemployment,Small-Medium,50-60k,78.251945669
29055,5,29055,0.2263785332,29,0.107,0.0640434943,0.7330741821,0.383,0.272,0.191,0.8174442191,Low,Low,43785,0.374,23739,0.1577912415,High Unemployment,Small-Medium,<50k,73.891707509
29057,5,29057,0.212077167,29,0.11,0.0435393258,1,0.381,0.263,0.189,0.8811482904,Low,Low,46535,0.372,7568,0.1705508475,Low Unemployment,Small-Medium,<50k,72.563582811
29059,5,29059,0.2381671409,29,0.104,0.0588569804,0.8193359957,0.369,0.261,0.183,0.8601626016,Low,Low,43482,0.358,17219,0.1718596012,Low Unemployment,Small-Medium,<50k,73.90341933
29061,5,29061,0.2511167451,29,0.101,0.0424448217,1,0.379,0.256,0.178,0.8790731354,High,High,49830,0.356,8283,0.1944137605,Low Unemployment,Small-Medium,<50k,78.347999182
29065,5,29065,0.2220140818,29,0.106,0.0481813888,0.685699687,0.385,0.264,0.187,0.8392419984,Low,Low,44057,0.363,15481,0.165633378,Low Unemployment,Small-Medium,<50k,74.239302826
29069,5,29069,0.25697763,29,0.129,0.0729977513,0.504553563,0.41,0.289,0.197,0.7904877801,Low,Low,42512,0.395,28878,0.1605877494,High Unemployment,Large,<50k,70.870262259
29073,5,29073,0.2051352465,29,0.089,0.0575861162,0.8086979372,0.364,0.22,0.162,0.8776256564,Low,Low,54487,0.31,14566,0.1413701068,Low Unemployment,Small-Medium,50-60k,74.778951396
29075,5,29075,0.2540098705,29,0.095,0.0340675477,1,0.354,0.235,0.172,0.8612364621,Low,Low,48338,0.34,6484,0.1383756736,Low Unemployment,Small-Medium,<50k,74.566227908
29087,5,29087,0.1996691871,29,0.094,0.0337470908,1,0.358,0.228,0.168,0.9278668311,High,High,49531,0.325,4232,0.1437013997,Low Unemployment,Small,<50k,80.716566632
29091,5,29091,0.2405245641,29,0.107,0.0668477254,0.7217326733,0.368,0.261,0.186,0.8598487603,Low,Low,45808,0.384,40262,0.1605091094,High Unemployment,Large,<50k,74.277769325
29093,5,29093,0.2061794415,29,0.11,0.0702857143,0.7485418627,0.379,0.271,0.191,0.812381211,Low,Low,41744,0.373,10098,0.1388308977,High Unemployment,Small-Medium,<50k,73.481073613
29101,5,29101,0.2140393589,29,0.094,0.0567768738,0.5044395855,0.373,0.197,0.155,0.9251088809,High,High,58373,0.31,54219,0.1226014254,Low Unemployment,Large,50-60k,78.275945202
29105,5,29105,0.2479453963,29,0.101,0.0829597753,0.6051277726,0.376,0.246,0.179,0.8594143642,Low,Low,46191,0.343,35895,0.1424370329,High Unemployment,Large,<50k,73.610960995
29117,5,29117,0.2202178589,29,0.099,0.0381648396,0.366041461,0.385,0.234,0.177,0.8763430726,High,High,51402,0.352,14413,0.1306130232,Low Unemployment,Small-Medium,50-60k,78.391200776
29119,5,29119,0.251441048,29,0.124,0.0497258461,0.9999133561,0.402,0.267,0.189,0.7934244405,Low,Low,45446,0.403,22900,0.2266348954,Low Unemployment,Small-Medium,<50k,74.00777262
29123,5,29123,0.22950549,29,0.098,0.0653881279,0.6550793391,0.365,0.245,0.177,0.8600118133,Low,Low,45002,0.343,12113,0.135251046,High Unemployment,Small-Medium,<50k,74.551516152
29133,5,29133,0.2162162162,29,0.135,0.0534993861,0.3269954033,0.419,0.297,0.197,0.7724757231,Low,Low,39621,0.44,12691,0.1451558833,Low Unemployment,Small-Medium,<50k,72.313955333
29139,5,29139,0.2171949708,29,0.104,0.0497391304,0.7851422033,0.371,0.253,0.18,0.8695329874,Low,Low,56447,0.36,11294,0.1438410297,Low Unemployment,Small-Medium,50-60k,74.67541033
29141,5,29141,0.2275053099,29,0.111,0.0626133204,1,0.366,0.273,0.194,0.7826538382,Low,Low,51582,0.376,20716,0.2098214286,High Unemployment,Small-Medium,50-60k,74.600033398
29143,5,29143,0.2317737974,29,0.12,0.0579983496,0.5686326229,0.405,0.277,0.194,0.8141776781,Low,Low,41553,0.403,16693,0.1392716169,Low Unemployment,Small-Medium,<50k,71.047519474
29147,5,29147,0.1579818792,29,0.099,0.045700429,0.4343175011,0.373,0.223,0.168,0.9328190293,High,High,55821,0.309,21743,0.1334945112,Low Unemployment,Small-Medium,50-60k,79.60161199
29151,5,29151,0.2244551164,29,0.085,0.0358858435,1,0.35,0.216,0.157,0.9160008637,High,High,62679,0.298,13535,0.112330772,Low Unemployment,Small-Medium,>60k,78.58678611
29155,5,29155,0.258974359,29,0.137,0.0798915643,0.4926759948,0.392,0.3,0.202,0.7917016317,Low,Low,34498,0.435,15600,0.1368528557,High Unemployment,Small-Medium,<50k,69.133838314
29165,5,29165,0.2349998123,29,0.082,0.0544493483,0.1580797564,0.322,0.154,0.131,0.9605248162,High,High,86924,0.261,106532,0.08034686,Low Unemployment,Large,>60k,80.187309113
29173,5,29173,0.2053597437,29,0.093,0.0446063622,0.9610504574,0.364,0.238,0.169,0.9047229047,High,High,57061,0.349,10299,0.113,Low Unemployment,Small-Medium,50-60k,78.518072745
29179,5,29179,0.1966763472,29,0.105,0.0568104038,1,0.356,0.263,0.186,0.7892826644,Low,Low,39089,0.358,6198,0.1595289079,Low Unemployment,Small-Medium,<50k,74.313921791
29181,5,29181,0.2312030075,29,0.119,0.0790054141,1,0.402,0.293,0.206,0.8169886602,Low,Low,37771,0.41,13300,0.1719067428,High Unemployment,Small-Medium,<50k,73.195331533
29183,5,29183,0.2277180924,29,0.079,0.0522668258,0.0583047838,0.317,0.156,0.133,0.9504806774,High,High,90567,0.264,406204,0.068743108,Low Unemployment,V Large,>60k,79.62541777
29186,5,29186,0.2192033028,29,0.091,0.0494642277,0.7614218793,0.37,0.224,0.166,0.908109799,High,High,58618,0.322,17924,0.1057617533,Low Unemployment,Small-Medium,50-60k,78.660425326
29187,5,29187,0.2104234038,29,0.103,0.0701143333,0.3976346027,0.373,0.257,0.175,0.8527860728,Low,Low,48476,0.365,66485,0.1253180919,High Unemployment,Large,<50k,73.800052175
29199,5,29199,0.2847464586,29,0.105,0.032595069,1,0.366,0.261,0.188,0.7970071568,High,High,47740,0.372,4871,0.2163400356,Low Unemployment,Small,<50k,79.178984349
29201,5,29201,0.2388215629,29,0.11,0.0532407407,0.4155290756,0.385,0.245,0.18,0.8481433374,Low,Low,52864,0.395,38288,0.1362006,Low Unemployment,Large,50-60k,74.402190036
29203,5,29203,0.2143118371,29,0.117,0.0732874663,1,0.39,0.283,0.198,0.8204909649,Low,Low,37599,0.389,8203,0.1849226804,High Unemployment,Small-Medium,<50k,74.152341067
29219,5,29219,0.2343553588,29,0.095,0.0580545944,0.6303939962,0.357,0.236,0.167,0.8951161924,High,High,69678,0.335,36594,0.1153448632,Low Unemployment,Large,>60k,78.629684661
29221,5,29221,0.2250040644,29,0.111,0.071773637,0.8047628498,0.378,0.271,0.192,0.7959171804,Low,Low,42683,0.374,24604,0.1496962459,High Unemployment,Small-Medium,<50k,73.055665357
29223,5,29223,0.2007204949,29,0.119,0.0609636185,1,0.384,0.292,0.203,0.8121489494,Low,Low,43848,0.389,12769,0.1692307692,High Unemployment,Small-Medium,<50k,74.448721352
29227,5,29227,0.1904761905,29,0.093,0.0415254237,1,0.357,0.224,0.166,0.9020152884,High,High,44361,0.331,1953,0.1430508475,Low Unemployment,Small,<50k,80.239026676
29229,5,29229,0.259372442,29,0.117,0.0702944769,0.7662503322,0.376,0.296,0.203,0.8093610094,Low,Low,39521,0.398,18325,0.1895402139,High Unemployment,Small-Medium,<50k,74.065263808
29510,5,29510,0.1857985184,29,0.121,0.0850865443,3.1319098e-6,0.363,0.198,0.161,0.8874809007,Low,Low,45773,0.322,297645,0.126367265,High Unemployment,V Large,<50k,73.149595704
30000,5,30000,0.2125558845,30,0.064,0.0588809489,0.441069723,0.28,0.1768534754,0.1444936409,0.9398002962,High,High,57730,0.186,1080577,0.1023106932,Low Unemployment,V Large,50-60k,78.3698402
30001,5,30001,0.1693556891,30,0.076,0.0401980198,0.5015141683,0.298,0.174,0.144,0.9466192171,High,High,52613,0.217,9483,0.1070190641,Low Unemployment,Small-Medium,50-60k,81.571431831
30003,5,30003,0.3320064304,30,0.13,0.073245794,0.7190827827,0.388,0.274,0.192,0.892379059,Low,Low,42823,0.295,13063,0.1475291354,High Unemployment,Small-Medium,<50k,66.185033494
30005,5,30005,0.2990255786,30,0.113,0.0478489903,1,0.38,0.275,0.185,0.8971332209,Low,Low,45936,0.282,6568,0.1542425916,Low Unemployment,Small-Medium,<50k,70.167188346
30007,5,30007,0.1927374302,30,0.073,0.062571977,1,0.29,0.184,0.148,0.9442404773,High,High,61641,0.208,6444,0.1068312407,High Unemployment,Small-Medium,>60k,81.333729232
30009,5,30009,0.1743430089,30,0.069,0.0599964074,1,0.288,0.169,0.14,0.9536101303,High,High,62465,0.193,10921,0.1170226372,Low Unemployment,Small-Medium,>60k,81.591514916
30015,5,30015,0.2195121951,30,0.087,0.0387123064,1,0.313,0.203,0.16,0.9297936588,High,High,50607,0.25,5699,0.1413793103,Low Unemployment,Small-Medium,50-60k,79.078877951
30019,5,30019,0.2130647131,30,0.07,0.0278396437,1,0.309,0.175,0.145,0.9540229885,High,High,50312,0.214,1638,0.1110190555,Low Unemployment,Small,50-60k,82.264336731
30021,5,30021,0.212390415,30,0.072,0.0556983719,0.2757082311,0.322,0.181,0.146,0.9267575101,High,High,55845,0.229,8555,0.0740513136,Low Unemployment,Small-Medium,50-60k,79.253437274
30023,5,30023,0.1330943068,30,0.087,0.0508440914,0.3364164336,0.327,0.219,0.165,0.8987657745,Low,Low,47362,0.257,9204,0.1017353925,Low Unemployment,Small-Medium,<50k,74.822852937
30025,5,30025,0.2653927813,30,0.068,0.0400485437,1,0.294,0.179,0.145,0.9492385787,High,High,62597,0.214,2826,0.1135112241,Low Unemployment,Small,>60k,78.996463864
30029,5,30029,0.2155010345,30,0.069,0.0781652045,0.5148469118,0.283,0.172,0.147,0.942477937,High,High,58959,0.193,105851,0.1008742025,High Unemployment,Large,50-60k,79.144025003
30031,5,30031,0.1939968837,30,0.06,0.0502030269,0.3354261392,0.229,0.124,0.129,0.9700878617,High,High,70029,0.157,116806,0.0825138465,Low Unemployment,Large,>60k,82.645186158
30035,5,30035,0.3117551861,30,0.133,0.0984751056,0.4401074707,0.395,0.293,0.201,0.8774390244,Low,Low,40817,0.299,13594,0.1920737007,High Unemployment,Small-Medium,<50k,70.817478666
30039,5,30039,0.1456135062,30,0.07,0.0815691158,1,0.288,0.178,0.146,0.9310344828,High,High,53407,0.215,3317,0.1341197029,High Unemployment,Small,50-60k,85.464587984
30043,5,30043,0.200566343,30,0.067,0.0513041976,1,0.297,0.159,0.139,0.9496805112,High,High,80071,0.187,12360,0.0890649762,Low Unemployment,Small-Medium,>60k,78.276110705
30045,5,30045,0.1990972919,30,0.071,0.0486322188,1,0.288,0.174,0.147,0.9586720867,High,High,50610,0.227,1994,0.1248256625,Low Unemployment,Small,50-60k,82.52141238
30049,5,30049,0.2138860015,30,0.067,0.0496998273,0.2892972632,0.275,0.162,0.134,0.9564399421,High,High,60664,0.175,70229,0.079239389,Low Unemployment,Large,>60k,79.236313394
30051,5,30051,0.2055719713,30,0.086,0.0278637771,1,0.334,0.242,0.182,0.7151755379,High,High,53415,0.294,2369,0.1455767077,Low Unemployment,Small,50-60k,89.6859949
30053,5,30053,0.1807992921,30,0.082,0.1011485735,0.7979377254,0.337,0.201,0.166,0.914503016,High,High,42501,0.246,20343,0.1401399213,High Unemployment,Small-Medium,<50k,78.66953131
30057,5,30057,0.1559325818,30,0.069,0.0509778071,1,0.276,0.154,0.134,0.9595033993,High,High,58201,0.199,8959,0.1343531759,Low Unemployment,Small-Medium,50-60k,81.43519489
30059,5,30059,0.201529219,30,0.075,0.0465838509,1,0.3,0.187,0.151,0.943877551,High,High,43666,0.231,1831,0.0997605746,Low Unemployment,Small,<50k,82.519444064
30061,5,30061,0.1872799296,30,0.086,0.101799775,1,0.332,0.22,0.171,0.915356711,High,High,57169,0.257,4544,0.1038448899,High Unemployment,Small,50-60k,80.074871238
30063,5,30063,0.1828414043,30,0.066,0.0626452287,0.2232682824,0.264,0.162,0.142,0.9579242289,High,High,63409,0.182,121630,0.091671967,High Unemployment,Large,>60k,79.769860519
30067,5,30067,0.1687350835,30,0.069,0.0744014321,0.4773599386,0.286,0.168,0.144,0.9538630826,High,High,56657,0.198,16760,0.1005148515,High Unemployment,Small-Medium,50-60k,79.874412335
30075,5,30075,0.1606186794,30,0.075,0.0307377049,1,0.297,0.185,0.153,0.9336,High,High,60462,0.221,1681,0.1295681063,Low Unemployment,Small,>60k,83.363183949
30081,5,30081,0.1840362651,30,0.075,0.0575807387,0.8462647966,0.289,0.187,0.152,0.9171561241,High,High,58781,0.215,45002,0.125601434,Low Unemployment,Large,50-60k,79.672444886
30085,5,30085,0.3360087559,30,0.13,0.0597618513,0.3973141487,0.39,0.317,0.201,0.8890968648,Low,Low,43256,0.322,10964,0.2019386107,Low Unemployment,Small-Medium,<50k,64.484295722
30087,5,30087,0.2874603893,30,0.098,0.0566541956,1,0.352,0.23,0.173,0.9037218242,Low,Low,54991,0.25,8836,0.1292702924,Low Unemployment,Small-Medium,50-60k,70.255085381
30091,5,30091,0.2085249923,30,0.074,0.0480497456,1,0.322,0.181,0.147,0.9340478153,High,High,50658,0.234,3261,0.1171099643,Low Unemployment,Small,50-60k,80.867695339
30095,5,30095,0.2108616505,30,0.068,0.0506376594,1,0.336,0.171,0.141,0.9340353956,High,High,73044,0.231,9888,0.0791143513,Low Unemployment,Small-Medium,>60k,81.570508149
30097,5,30097,0.194082519,30,0.07,0.0360021494,1,0.294,0.173,0.144,0.9556145675,High,High,58746,0.217,3684,0.1087198516,Low Unemployment,Small,50-60k,83.67250416
30099,5,30099,0.250600096,30,0.073,0.043761302,1,0.304,0.185,0.155,0.9265482477,High,High,55399,0.233,6249,0.1165736368,Low Unemployment,Small-Medium,50-60k,78.745306983
30101,5,30101,0.2157490397,30,0.083,0.0499766464,0.4295642374,0.316,0.22,0.157,0.8698747153,High,High,49568,0.247,4686,0.1331278891,Low Unemployment,Small,<50k,78.247709897
30105,5,30105,0.2280201114,30,0.083,0.0433925049,0.5520423395,0.335,0.196,0.157,0.9353186646,High,High,46766,0.246,7359,0.1021466905,Low Unemployment,Small-Medium,<50k,78.017862118
30107,5,30107,0.2322670376,30,0.087,0.0729442971,1,0.325,0.22,0.168,0.8779069767,Low,Low,39462,0.27,2157,0.1905684755,High Unemployment,Small,<50k,74.671632161
31000,5,31000,0.2451624524,31,0.091,0.0423036722,0.2686546488,0.343,0.1511982205,0.1141586812,0.9156962066,High,High,64735,0.266,1937552,0.0951535861,Low Unemployment,V Large,>60k,79.015863998
31003,5,31003,0.2383461047,31,0.091,0.0225121514,1,0.352,0.175,0.128,0.9196244561,High,High,54136,0.315,6264,0.1023088329,Low Unemployment,Small-Medium,50-60k,82.662862656
31011,5,31011,0.2323390895,31,0.085,0.0248552945,1,0.363,0.171,0.128,0.945163957,High,High,56719,0.289,5096,0.0961150353,Low Unemployment,Small-Medium,50-60k,81.149696784
31017,5,31017,0.2203958403,31,0.098,0.0272011453,1,0.364,0.189,0.136,0.9551675319,High,High,52962,0.325,2981,0.1322701689,Low Unemployment,Small,50-60k,79.1309068
31019,5,31019,0.2303148821,31,0.089,0.0395726589,0.3226107327,0.352,0.169,0.119,0.9198567345,High,High,68925,0.268,50114,0.0954707808,Low Unemployment,Large,>60k,80.352767849
31023,5,31023,0.2325376884,31,0.082,0.0339943343,0.6570577725,0.369,0.17,0.119,0.9236048402,High,High,63640,0.27,7960,0.0801153661,Low Unemployment,Small-Medium,>60k,78.114019335
31025,5,31025,0.2324260445,31,0.081,0.0432549136,0.7295669744,0.364,0.164,0.119,0.9456527817,High,High,70106,0.267,26232,0.0660663463,Low Unemployment,Large,>60k,79.168681126
31027,5,31027,0.2539814595,31,0.079,0.0270750111,1,0.374,0.15,0.122,0.9347368421,High,High,61673,0.276,8414,0.0948938788,Low Unemployment,Small-Medium,>60k,81.121534585
31029,5,31029,0.2458333333,31,0.1,0.0179431072,1,0.385,0.154,0.12,0.889946687,High,High,61282,0.283,3840,0.1376386171,Low Unemployment,Small,>60k,79.394969375
31031,5,31031,0.2390589863,31,0.088,0.024295141,0.5251181516,0.315,0.167,0.129,0.9693372898,High,High,53483,0.298,5781,0.1595987232,Low Unemployment,Small-Medium,50-60k,79.310745209
31035,5,31035,0.2427606178,31,0.093,0.0319410319,1,0.409,0.173,0.127,0.9276655707,High,High,63427,0.328,6216,0.1094231164,Low Unemployment,Small-Medium,>60k,78.285248874
31037,5,31037,0.3005572872,31,0.125,0.0290035587,0.4051355207,0.354,0.167,0.121,0.701065449,High,High,63424,0.376,10587,0.1778660488,Low Unemployment,Small-Medium,>60k,80.328406167
31039,5,31039,0.2468742896,31,0.088,0.0252587992,0.6520407047,0.361,0.169,0.122,0.9000164718,High,High,54725,0.298,8798,0.1175608326,Low Unemployment,Small-Medium,50-60k,79.849471555
31041,5,31041,0.2395068699,31,0.085,0.0274102079,0.6766614864,0.356,0.169,0.131,0.9483266399,High,High,57873,0.308,10626,0.1115033475,Low Unemployment,Small-Medium,50-60k,80.317127266
31045,5,31045,0.1760554958,31,0.087,0.0282714055,0.3993683293,0.341,0.154,0.122,0.940393627,High,High,52637,0.251,8361,0.106075217,Low Unemployment,Small-Medium,50-60k,78.419243747
31047,5,31047,0.2718417695,31,0.114,0.0342805593,0.2665460824,0.403,0.16,0.123,0.7905218877,High,High,61043,0.364,23510,0.1506554798,Low Unemployment,Small-Medium,>60k,78.324288303
31049,5,31049,0.2136084774,31,0.092,0.030334728,1,0.383,0.18,0.129,0.8986175115,High,High,51261,0.313,1793,0.1066961001,Low Unemployment,Small,50-60k,79.270884439
31051,5,31051,0.2505360972,31,0.093,0.0322580645,1,0.377,0.161,0.12,0.873003404,High,High,60437,0.293,5596,0.1063636364,Low Unemployment,Small-Medium,>60k,80.182360578
31055,5,31055,0.2532228746,31,0.099,0.0509562204,0.0217052465,0.33,0.159,0.118,0.908186221,High,High,65788,0.272,574332,0.1027404337,Low Unemployment,V Large,>60k,78.585236672
31059,5,31059,0.1984055082,31,0.087,0.0275840203,1,0.344,0.171,0.124,0.9323860853,High,High,59309,0.283,5519,0.0867434452,Low Unemployment,Small-Medium,50-60k,80.807482543
31063,5,31063,0.188248937,31,0.086,0.0292397661,1,0.373,0.165,0.125,0.9486754967,High,High,59061,0.267,2587,0.1112903226,Low Unemployment,Small,50-60k,84.282155582
31065,5,31065,0.2213625618,31,0.098,0.0277670652,1,0.392,0.19,0.138,0.8969226173,High,High,50762,0.312,4653,0.1227510157,Low Unemployment,Small,50-60k,78.060039544
31071,5,31071,0.1835378323,31,0.08,0.0200523104,1,0.371,0.162,0.121,0.9594953519,High,High,49951,0.261,1956,0.0970094821,Low Unemployment,Small,<50k,79.753705404
31077,5,31077,0.2233721432,31,0.085,0.0292207792,1,0.364,0.172,0.128,0.9311377246,High,High,50068,0.27,2319,0.1290877797,Low Unemployment,Small,50-60k,82.038938892
31081,5,31081,0.2395799502,31,0.081,0.0367647059,0.510521701,0.361,0.154,0.117,0.9636849552,High,High,73759,0.265,9237,0.0698931999,Low Unemployment,Small-Medium,>60k,81.208334284
31083,5,31083,0.2068861371,31,0.085,0.0288850376,1,0.348,0.168,0.125,0.9335016835,High,High,55010,0.283,3311,0.1105630908,Low Unemployment,Small,50-60k,81.350227593
31089,5,31089,0.2532141422,31,0.086,0.0244328098,0.6471490177,0.396,0.157,0.121,0.9397295742,High,High,56777,0.287,9956,0.0996519273,Low Unemployment,Small-Medium,50-60k,79.699425092
31093,5,31093,0.245838471,31,0.083,0.044011976,1,0.359,0.164,0.126,0.9600089366,High,High,54291,0.288,6488,0.0935567524,Low Unemployment,Small-Medium,50-60k,78.082172872
31095,5,31095,0.2227074236,31,0.093,0.0274266635,0.4816483371,0.386,0.189,0.137,0.9044585987,High,High,55414,0.323,7099,0.0925503611,Low Unemployment,Small-Medium,50-60k,78.170657765
31099,5,31099,0.2506013229,31,0.086,0.0320444915,0.5455386038,0.332,0.164,0.12,0.9401305424,High,High,62260,0.285,6652,0.0735578784,Low Unemployment,Small-Medium,>60k,79.240251422
31101,5,31101,0.2078166103,31,0.092,0.0323290081,0.4713193117,0.354,0.177,0.126,0.9002681864,High,High,57307,0.286,7983,0.1023649232,Low Unemployment,Small-Medium,50-60k,79.131260756
31105,5,31105,0.200286123,31,0.101,0.035443038,1,0.374,0.184,0.133,0.8982986767,Low,Low,46782,0.334,3495,0.1225854383,Low Unemployment,Small,<50k,73.699938883
31107,5,31107,0.2430154143,31,0.091,0.0296455424,1,0.357,0.176,0.128,0.9292825266,High,High,51296,0.289,8304,0.1248372396,Low Unemployment,Small-Medium,50-60k,79.642427891
31109,5,31109,0.225039763,31,0.088,0.0423657955,0.0825312624,0.343,0.144,0.117,0.9323304831,High,High,65819,0.218,320650,0.0816764455,Low Unemployment,V Large,>60k,79.872979383
31119,5,31119,0.255192026,31,0.093,0.0390033054,0.2790457621,0.368,0.155,0.123,0.9081556713,High,High,56970,0.298,34813,0.111673699,Low Unemployment,Large,50-60k,78.178925813
31121,5,31121,0.2205147906,31,0.092,0.0397102897,0.5889101338,0.377,0.17,0.13,0.9345474216,High,High,58437,0.288,7809,0.1009463722,Low Unemployment,Small-Medium,50-60k,78.075348749
31131,5,31131,0.2393360476,31,0.09,0.0354881109,0.5510800508,0.417,0.177,0.123,0.9234445363,High,High,68443,0.284,15965,0.0950961161,Low Unemployment,Small-Medium,>60k,80.262684476
31135,5,31135,0.2438088594,31,0.08,0.0179934569,1,0.341,0.162,0.119,0.8942731278,High,High,58925,0.269,2867,0.114298725,Low Unemployment,Small,50-60k,79.168492276
31137,5,31137,0.2418387742,31,0.086,0.0298808803,0.4188071397,0.366,0.158,0.123,0.9250120173,High,High,61442,0.277,9006,0.0797842135,Low Unemployment,Small-Medium,>60k,79.978746146
31139,5,31139,0.2529231626,31,0.08,0.032969697,1,0.369,0.162,0.12,0.9480360065,High,High,56484,0.248,7184,0.0844724851,Low Unemployment,Small-Medium,50-60k,81.149244562
31141,5,31141,0.263667426,31,0.095,0.0366946621,0.3142662158,0.375,0.149,0.114,0.900278399,High,High,62776,0.285,33364,0.1011219422,Low Unemployment,Large,>60k,79.717164344
31145,5,31145,0.220005646,31,0.095,0.0326272634,0.3158751696,0.387,0.184,0.13,0.9329091161,High,High,55657,0.311,10627,0.0982916564,Low Unemployment,Small-Medium,50-60k,78.116142058
31151,5,31151,0.2592407235,31,0.116,0.0359781122,0.5107042254,0.4,0.171,0.131,0.8204072549,High,High,63655,0.332,13987,0.1253022839,Low Unemployment,Small-Medium,>60k,79.039464067
31153,5,31153,0.2690939128,31,0.086,0.0407435728,0.0527386049,0.365,0.132,0.108,0.9551197372,High,High,83104,0.249,188856,0.0568998156,Low Unemployment,Large,>60k,80.714427733
31155,5,31155,0.2454964199,31,0.081,0.0366651726,0.6648700674,0.341,0.169,0.121,0.9404240766,High,High,72526,0.281,21927,0.0710379368,Low Unemployment,Small-Medium,>60k,78.824118711
31159,5,31159,0.2354241825,31,0.083,0.0410076819,0.6038208955,0.352,0.163,0.119,0.947353914,High,High,72456,0.238,17186,0.0673969268,Low Unemployment,Small-Medium,>60k,79.16716495
31163,5,31163,0.2133288681,31,0.088,0.0317936413,1,0.35,0.177,0.132,0.926344329,High,High,49684,0.294,2986,0.1252932895,Low Unemployment,Small,<50k,80.650075187
31167,5,31167,0.243877551,31,0.086,0.033701501,0.7348670256,0.373,0.163,0.124,0.9520958084,High,High,64087,0.27,5880,0.078275429,Low Unemployment,Small-Medium,>60k,80.167824549
31169,5,31169,0.234090444,31,0.087,0.0273282992,1,0.387,0.172,0.128,0.9276260208,High,High,55775,0.291,4887,0.0923913043,Low Unemployment,Small,50-60k,78.711489644
31173,5,31173,0.3566481994,31,0.137,0.0524429967,1,0.456,0.283,0.171,0.8954498978,Low,Low,49148,0.354,7220,0.1588377724,Low Unemployment,Small-Medium,<50k,66.599184668
31175,5,31175,0.2317816232,31,0.088,0.0282485876,1,0.362,0.166,0.124,0.9361413043,High,High,55542,0.28,4103,0.1120576671,Low Unemployment,Small,50-60k,81.30326956
31177,5,31177,0.2391751591,31,0.08,0.0365481322,0.6123356726,0.357,0.153,0.118,0.9548184158,High,High,78844,0.271,20901,0.0669461007,Low Unemployment,Small-Medium,>60k,80.956917828
31179,5,31179,0.192583228,31,0.089,0.0278074866,0.4208441897,0.38,0.158,0.121,0.9603923746,High,High,64569,0.283,9492,0.0778267254,Low Unemployment,Small-Medium,>60k,83.217758292
31185,5,31185,0.2322551995,31,0.084,0.0335856848,0.4414196853,0.366,0.158,0.122,0.9425759706,High,High,63249,0.273,13511,0.0800276298,Low Unemployment,Small-Medium,>60k,79.726758184
32000,5,32000,0.2222824821,32,0.099,0.1283300444,0.0580451915,0.305,0.153191509,0.1520604025,0.869139181,High,High,64608,0.256,3138259,0.1347717894,High Unemployment,V Large,>60k,78.109183613
32001,5,32001,0.2286401451,32,0.099,0.0562579014,0.347147968,0.341,0.189,0.153,0.9300362599,Low,Low,61650,0.257,25363,0.1335473837,Low Unemployment,Large,>60k,74.179542169
32003,5,32003,0.2268620008,32,0.107,0.1473083406,0.0130607312,0.301,0.165,0.144,0.8625394922,High,High,62496,0.272,2315963,0.1374203853,High Unemployment,V Large,>60k,78.409530917
32005,5,32005,0.1559036832,32,0.08,0.0860894725,0.3155307786,0.313,0.162,0.137,0.9417073689,High,High,84317,0.225,49088,0.1136211464,High Unemployment,Large,>60k,81.110152763
32007,5,32007,0.2684224427,32,0.093,0.0569967526,0.3785079274,0.351,0.185,0.145,0.8680041304,High,High,73914,0.27,53006,0.1303224406,Low Unemployment,Large,>60k,78.483466306
32011,5,32011,0.2309927361,32,0.093,0.0346153846,1,0.33,0.196,0.151,0.9498767461,High,High,68806,0.264,2065,0.0722679201,Low Unemployment,Small,>60k,79.000961211
32017,5,32017,0.1955805389,32,0.081,0.0511674118,1,0.306,0.185,0.147,0.8690087146,High,High,60180,0.239,5159,0.1181716834,Low Unemployment,Small-Medium,>60k,81.765779477
32021,5,32021,0.1927844179,32,0.113,0.0559006211,0.3191533948,0.37,0.228,0.175,0.8938650307,Low,Low,50069,0.287,4518,0.1258298129,Low Unemployment,Small,50-60k,71.614510711
